preamble,stimulus,is_correct,subject,stimulus_prob
" What can murtis be translated as? (A) Offerings (B) Idols (C) Prayers (D) Apparitions. Of the answer choices above, answer (A) is the",best,0,world_religions,[-2.2659034729003906]
" What can murtis be translated as? (A) Offerings (B) Idols (C) Prayers (D) Apparitions. Of the answer choices above, answer (B) is the",best,1,world_religions,[-2.2717323303222656]
" What can murtis be translated as? (A) Offerings (B) Idols (C) Prayers (D) Apparitions. Of the answer choices above, answer (C) is the",best,0,world_religions,[-2.099414825439453]
" What can murtis be translated as? (A) Offerings (B) Idols (C) Prayers (D) Apparitions. Of the answer choices above, answer (D) is the",best,0,world_religions,[-2.228057861328125]
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Mengzi (C) Yin-Yang School (D) Humanistic Buddhism. Of the answer choices above, answer (A) is the",best,0,world_religions,[-2.498971939086914]
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Mengzi (C) Yin-Yang School (D) Humanistic Buddhism. Of the answer choices above, answer (B) is the",best,0,world_religions,[-2.4489917755126953]
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Mengzi (C) Yin-Yang School (D) Humanistic Buddhism. Of the answer choices above, answer (C) is the",best,1,world_religions,[-2.554689407348633]
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Mengzi (C) Yin-Yang School (D) Humanistic Buddhism. Of the answer choices above, answer (D) is the",best,0,world_religions,[-2.532865524291992]
" When was the first Buddhist temple constructed in Japan? (A) 596 CE (B) 325 CE (C) 119 CE (D) 451 CE. Of the answer choices above, answer (A) is the",best,1,world_religions,[-3.8868637084960938]
" When was the first Buddhist temple constructed in Japan? (A) 596 CE (B) 325 CE (C) 119 CE (D) 451 CE. Of the answer choices above, answer (B) is the",best,0,world_religions,[-3.6374149322509766]
" When was the first Buddhist temple constructed in Japan? (A) 596 CE (B) 325 CE (C) 119 CE (D) 451 CE. Of the answer choices above, answer (C) is the",best,0,world_religions,[-3.8109092712402344]
" When was the first Buddhist temple constructed in Japan? (A) 596 CE (B) 325 CE (C) 119 CE (D) 451 CE. Of the answer choices above, answer (D) is the",best,0,world_religions,[-3.714468002319336]
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Wag and Thoth (B) Akitu (C) Bast (D) Nehebkau. Of the answer choices above, answer (A) is the",best,0,world_religions,[-3.0490283966064453]
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Wag and Thoth (B) Akitu (C) Bast (D) Nehebkau. Of the answer choices above, answer (B) is the",best,1,world_religions,[-3.0984935760498047]
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Wag and Thoth (B) Akitu (C) Bast (D) Nehebkau. Of the answer choices above, answer (C) is the",best,0,world_religions,[-3.171384811401367]
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Wag and Thoth (B) Akitu (C) Bast (D) Nehebkau. Of the answer choices above, answer (D) is the",best,0,world_religions,[-3.2450389862060547]
