preamble,stimulus,is_correct,subject,stimulus_prob
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8346443176269531]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8591461181640625]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8452177047729492]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8383884429931641]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8563013076782227]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8711948394775391]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8512411117553711]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8648300170898438]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8342113494873047]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8258037567138672]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8387336730957031]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8233499526977539]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8355083465576172]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8340234756469727]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8403100967407227]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8277130126953125]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.839752197265625]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.840489387512207]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8285970687866211]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.825282096862793]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8582553863525391]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8561668395996094]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8414115905761719]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8305301666259766]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8263082504272461]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8449926376342773]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8008232116699219]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.8060007095336914]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-0.8137588500976562]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-0.8530731201171875]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.812342643737793]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.8192777633666992]
