preamble,stimulus,is_correct,subject,stimulus_prob
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.1585159301757812]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.1264514923095703]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-1.0483760833740234]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.1131477355957031]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.1332530975341797]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.1030731201171875]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0634117126464844]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-1.0585994720458984]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.10418701171875]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9966201782226562]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.0851688385009766]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0391311645507812]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.1039543151855469]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.97686767578125]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0328311920166016]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.0923748016357422]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.1062870025634766]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0211772918701172]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.0794200897216797]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9950580596923828]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.1013011932373047]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.016702651977539]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-1.0020427703857422]
"Select an answer choice (A) choice (D) choice (C) choice (B) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.0945472717285156]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.056121826171875]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.0745925903320312]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9996929168701172]
"Select an answer choice (B) choice (A) choice (C) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0394573211669922]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.025442123413086]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.0255908966064453]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-0.9952316284179688]
"Select an answer choice (B) choice (A) choice (D) choice (C) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9823646545410156]
"Select an answer choice (B) choice (C) choice (A) choice (D) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.040750503540039]
"Select an answer choice (B) choice (C) choice (A) choice (D) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9707565307617188]
"Select an answer choice (B) choice (C) choice (A) choice (D) choice. Of the answer choices above, answer (A) is the",best,0,control_alt,[-1.037893295288086]
"Select an answer choice (B) choice (C) choice (A) choice (D) choice. Of the answer choices above, answer (D) is the",best,0,control_alt,[-1.0124359130859375]
"Select an answer choice (B) choice (C) choice (D) choice (A) choice. Of the answer choices above, answer (B) is the",best,0,control_alt,[-1.0740528106689453]
"Select an answer choice (B) choice (C) choice (D) choice (A) choice. Of the answer choices above, answer (C) is the",best,0,control_alt,[-0.9886894226074219]
