preamble,stimulus,is_correct,subject,stimulus_prob
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, the best answer choice is (",A,1,control,[-5.980160713195801]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, the best answer choice is (",B,0,control,[-6.527035713195801]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, the best answer choice is (",C,0,control,[-6.831723213195801]
"Select an answer choice (A) choice (B) choice (C) choice (D) choice. Of the answer choices above, the best answer choice is (",D,0,control,[-6.402035713195801]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, the best answer choice is (",A,1,control,[-6.132957458496094]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, the best answer choice is (",B,0,control,[-6.445457458496094]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, the best answer choice is (",D,0,control,[-6.492332458496094]
"Select an answer choice (A) choice (B) choice (D) choice (C) choice. Of the answer choices above, the best answer choice is (",C,0,control,[-6.523582458496094]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, the best answer choice is (",A,1,control,[-6.197050094604492]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, the best answer choice is (",C,0,control,[-6.657987594604492]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, the best answer choice is (",B,0,control,[-6.400175094604492]
"Select an answer choice (A) choice (C) choice (B) choice (D) choice. Of the answer choices above, the best answer choice is (",D,0,control,[-6.728300094604492]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, the best answer choice is (",A,1,control,[-6.143890380859375]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, the best answer choice is (",C,0,control,[-6.542327880859375]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, the best answer choice is (",D,0,control,[-6.503265380859375]
"Select an answer choice (A) choice (C) choice (D) choice (B) choice. Of the answer choices above, the best answer choice is (",B,0,control,[-6.097015380859375]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, the best answer choice is (",A,1,control,[-6.06666374206543]
"Select an answer choice (A) choice (D) choice (B) choice (C) choice. Of the answer choices above, the best answer choice is (",D,0,control,[-6.30885124206543]
